Symbol,Company Name,Industry
ABB.NS,ABB India Ltd.,Capital Goods
ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power
ADANIENT.NS,Adani Enterprises Ltd.,Metals & Mining
ADANIGREEN.NS,Adani Green Energy Ltd.,Power
ADANIPORTS.NS,Adani Ports and Special Economic Zone Ltd.,Services
ADANIPOWER.NS,Adani Power Ltd.,Power
AMBUJACEM.NS,Ambuja Cements Ltd.,Construction Materials
APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare
ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables
DMART.NS,Avenue Supermarts Ltd.,Consumer Services
AXISBANK.NS,Axis Bank Ltd.,Financial Services
BAJAJ-AUTO.NS,Bajaj Auto Ltd.,Automobile and Auto Components
BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services
BAJAJHLDNG.NS,Bajaj Holdings & Investment Ltd.,Financial Services
BAJAJHFL.NS,Bajaj Housing Finance Ltd.,Financial Services
BANKBARODA.NS,Bank of Baroda,Financial Services
BEL.NS,Bharat Electronics Ltd.,Capital Goods
BPCL.NS,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication
BOSCHLTD.NS,Bosch Ltd.,Automobile and Auto Components
BRITANNIA.NS,Britannia Industries Ltd.,Fast Moving Consumer Goods
CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods
CANBK.NS,Canara Bank,Financial Services
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services
CIPLA.NS,Cipla Ltd.,Healthcare
COALINDIA.NS,Coal India Ltd.,Oil Gas & Consumable Fuels
DLF.NS,DLF Ltd.,Realty
DIVISLAB.NS,Divi's Laboratories Ltd.,Healthcare
DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare
EICHERMOT.NS,Eicher Motors Ltd.,Automobile and Auto Components
ETERNAL.NS,Eternal Ltd.,Consumer Services
GAIL.NS,GAIL (India) Ltd.,Oil Gas & Consumable Fuels
GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods
GRASIM.NS,Grasim Industries Ltd.,Construction Materials
HCLTECH.NS,HCL Technologies Ltd.,Information Technology
HDFCBANK.NS,HDFC Bank Ltd.,Financial Services
HDFCLIFE.NS,HDFC Life Insurance Company Ltd.,Financial Services
HAVELLS.NS,Havells India Ltd.,Consumer Durables
HINDALCO.NS,Hindalco Industries Ltd.,Metals & Mining
HAL.NS,Hindustan Aeronautics Ltd.,Capital Goods
HINDUNILVR.NS,Hindustan Unilever Ltd.,Fast Moving Consumer Goods
HINDZINC.NS,Hindustan Zinc Ltd.,Metals & Mining
HYUNDAI.NS,Hyundai Motor India Ltd.,Automobile and Auto Components
ICICIBANK.NS,ICICI Bank Ltd.,Financial Services
ICICIGI.NS,ICICI Lombard General Insurance Company Ltd.,Financial Services
ITC.NS,ITC Ltd.,Fast Moving Consumer Goods
INDHOTEL.NS,Indian Hotels Co. Ltd.,Consumer Services
IOC.NS,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels
IRFC.NS,Indian Railway Finance Corporation Ltd.,Financial Services
NAUKRI.NS,Info Edge (India) Ltd.,Consumer Services
INFY.NS,Infosys Ltd.,Information Technology
INDIGO.NS,InterGlobe Aviation Ltd.,Services
JSWENERGY.NS,JSW Energy Ltd.,Power
JSWSTEEL.NS,JSW Steel Ltd.,Metals & Mining
JINDALSTEL.NS,Jindal Steel Ltd.,Metals & Mining
JIOFIN.NS,Jio Financial Services Ltd.,Financial Services
KOTAKBANK.NS,Kotak Mahindra Bank Ltd.,Financial Services
LTIM.NS,LTIMindtree Ltd.,Information Technology
LT.NS,Larsen & Toubro Ltd.,Construction
LICI.NS,Life Insurance Corporation of India,Financial Services
LODHA.NS,Lodha Developers Ltd.,Realty
M&M.NS,Mahindra & Mahindra Ltd.,Automobile and Auto Components
MARUTI.NS,Maruti Suzuki India Ltd.,Automobile and Auto Components
MAXHEALTH.NS,Max Healthcare Institute Ltd.,Healthcare
MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,Capital Goods
NTPC.NS,NTPC Ltd.,Power
NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods
ONGC.NS,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels
PIDILITIND.NS,Pidilite Industries Ltd.,Chemicals
PFC.NS,Power Finance Corporation Ltd.,Financial Services
POWERGRID.NS,Power Grid Corporation of India Ltd.,Power
PNB.NS,Punjab National Bank,Financial Services
RECLTD.NS,REC Ltd.,Financial Services
RELIANCE.NS,Reliance Industries Ltd.,Oil Gas & Consumable Fuels
SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services
MOTHERSON.NS,Samvardhana Motherson International Ltd.,Automobile and Auto Components
SHREECEM.NS,Shree Cement Ltd.,Construction Materials
SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services
ENRIN.NS,Siemens Energy India Ltd.,Capital Goods
SIEMENS.NS,Siemens Ltd.,Capital Goods
SOLARINDS.NS,Solar Industries India Ltd.,Chemicals
SBIN.NS,State Bank of India,Financial Services
SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare
TVSMOTOR.NS,TVS Motor Company Ltd.,Automobile and Auto Components
TCS.NS,Tata Consultancy Services Ltd.,Information Technology
TATACONSUM.NS,Tata Consumer Products Ltd.,Fast Moving Consumer Goods
TMPV.NS,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components
TATAPOWER.NS,Tata Power Co. Ltd.,Power
TATASTEEL.NS,Tata Steel Ltd.,Metals & Mining
TECHM.NS,Tech Mahindra Ltd.,Information Technology
TITAN.NS,Titan Company Ltd.,Consumer Durables
TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare
TRENT.NS,Trent Ltd.,Consumer Services
ULTRACEMCO.NS,UltraTech Cement Ltd.,Construction Materials
UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods
VBL.NS,Varun Beverages Ltd.,Fast Moving Consumer Goods
VEDL.NS,Vedanta Ltd.,Metals & Mining
WIPRO.NS,Wipro Ltd.,Information Technology
ZYDUSLIFE.NS,Zydus Lifesciences Ltd.,Healthcare
