Symbol,Company Name,Industry
BANKBARODA.NS,Bank of Baroda,Financial Services
BANKINDIA.NS,Bank of India,Financial Services
MAHABANK.NS,Bank of Maharashtra,Financial Services
BATAINDIA.NS,Bata India Ltd.,Consumer Durables
BAYERCROP.NS,Bayer Cropscience Ltd.,Chemicals
BELRISE.NS,Belrise Industries Ltd.,Automobile and Auto Components
BERGEPAINT.NS,Berger Paints India Ltd.,Consumer Durables
BBL.NS,Bharat Bijlee Ltd.,Capital Goods
BDL.NS,Bharat Dynamics Ltd.,Capital Goods
BEL.NS,Bharat Electronics Ltd.,Capital Goods
BHARATFORG.NS,Bharat Forge Ltd.,Automobile and Auto Components
BHEL.NS,Bharat Heavy Electricals Ltd.,Capital Goods
BPCL.NS,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication
BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication
BIKAJI.NS,Bikaji Foods International Ltd.,Fast Moving Consumer Goods
BIOCON.NS,Biocon Ltd.,Healthcare
BIRLACORPN.NS,Birla Corporation Ltd.,Construction Materials
BSOFT.NS,Birlasoft Ltd.,Information Technology
BLACKBUCK.NS,Blackbuck Ltd.,Services
BLUEDART.NS,Blue Dart Express Ltd.,Services
BLUEJET.NS,Blue Jet Healthcare Ltd.,Healthcare
BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables
BBTC.NS,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods
BORORENEW.NS,Borosil Renewables Ltd.,Capital Goods
BOSCHLTD.NS,Bosch Ltd.,Automobile and Auto Components
FIRSTCRY.NS,Brainbees Solutions Ltd.,Consumer Services
BRIGADE.NS,Brigade Enterprises Ltd.,Realty
BRITANNIA.NS,Britannia Industries Ltd.,Fast Moving Consumer Goods
MAPMYINDIA.NS,C.E. Info Systems Ltd.,Information Technology
CCL.NS,CCL Products (I) Ltd.,Fast Moving Consumer Goods
CESC.NS,CESC Ltd.,Power
CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods
CIEINDIA.NS,CIE Automotive India Ltd.,Automobile and Auto Components
CMSINFO.NS,CMS Info Systems Ltd.,Services
CRISIL.NS,CRISIL Ltd.,Financial Services
CSBBANK.NS,CSB Bank Ltd.,Financial Services
CAMPUS.NS,Campus Activewear Ltd.,Consumer Durables
CANFINHOME.NS,Can Fin Homes Ltd.,Financial Services
CANBK.NS,Canara Bank,Financial Services
CAPLIPOINT.NS,Caplin Point Laboratories Ltd.,Healthcare
CGCL.NS,Capri Global Capital Ltd.,Financial Services
CARBORUNIV.NS,Carborundum Universal Ltd.,Capital Goods
CARTRADE.NS,Cartrade Tech Ltd.,Consumer Services
CASTROLIND.NS,Castrol India Ltd.,Oil Gas & Consumable Fuels
CEATLTD.NS,Ceat Ltd.,Automobile and Auto Components
CEIGALL.NS,Ceigall India Ltd.,Construction
CELLO.NS,Cello World Ltd.,Consumer Durables
CEMPRO.NS,Cemindia Projects Ltd.,Construction
CENTRALBK.NS,Central Bank of India,Financial Services
CDSL.NS,Central Depository Services (India) Ltd.,Financial Services
CENTURYPLY.NS,Century Plyboards (India) Ltd.,Consumer Durables
CERA.NS,Cera Sanitaryware Ltd,Consumer Durables
CHALET.NS,Chalet Hotels Ltd.,Consumer Services
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Ltd.,Chemicals
CHENNPETRO.NS,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
CHOICEIN.NS,Choice International Ltd.,Financial Services
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Ltd.,Financial Services
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services
CIGNITITEC.NS,Cigniti Technologies Ltd.,Information Technology
CIPLA.NS,Cipla Ltd.,Healthcare
CUB.NS,City Union Bank Ltd.,Financial Services
CLEAN.NS,Clean Science and Technology Ltd.,Chemicals
COALINDIA.NS,Coal India Ltd.,Oil Gas & Consumable Fuels
COCHINSHIP.NS,Cochin Shipyard Ltd.,Capital Goods
COFORGE.NS,Coforge Ltd.,Information Technology
COHANCE.NS,Cohance Lifesciences Ltd.,Healthcare
COLPAL.NS,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods
CAMS.NS,Computer Age Management Services Ltd.,Financial Services
CONCORDBIO.NS,Concord Biotech Ltd.,Healthcare
CONCOR.NS,Container Corporation of India Ltd.,Services
COROMANDEL.NS,Coromandel International Ltd.,Chemicals
CRAFTSMAN.NS,Craftsman Automation Ltd.,Automobile and Auto Components
CREDITACC.NS,CreditAccess Grameen Ltd.,Financial Services
CROMPTON.NS,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables
CUMMINSIND.NS,Cummins India Ltd.,Capital Goods
CYIENTDLM.NS,Cyient DLM Ltd.,Capital Goods
CYIENT.NS,Cyient Ltd.,Information Technology
DCBBANK.NS,DCB Bank Ltd.,Financial Services
DCMSHRIRAM.NS,DCM Shriram Ltd.,Diversified
DLF.NS,DLF Ltd.,Realty
DOMS.NS,DOMS Industries Ltd.,Fast Moving Consumer Goods
DABUR.NS,Dabur India Ltd.,Fast Moving Consumer Goods
DALBHARAT.NS,Dalmia Bharat Ltd.,Construction Materials
DATAPATTNS.NS,Data Patterns (India) Ltd.,Capital Goods
DATAMATICS.NS,Datamatics Global Services Ltd.,Information Technology
DEEPAKFERT.NS,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals
DEEPAKNTR.NS,Deepak Nitrite Ltd.,Chemicals
DELHIVERY.NS,Delhivery Ltd.,Services
DEVYANI.NS,Devyani International Ltd.,Consumer Services
DHANUKA.NS,Dhanuka Agritech Ltd.,Chemicals
DIACABS.NS,Diamond Power Infrastructure Ltd.,Capital Goods
DBL.NS,Dilip Buildcon Ltd.,Construction
DCAL.NS,Dishman Carbogen Amcis Ltd.,Healthcare
DIVISLAB.NS,Divi's Laboratories Ltd.,Healthcare
DIXON.NS,Dixon Technologies (India) Ltd.,Consumer Durables
DODLA.NS,Dodla Dairy Ltd.,Fast Moving Consumer Goods
AGARWALEYE.NS,Dr. Agarwal's Health Care Ltd.,Healthcare
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,Healthcare
DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare
ALLCARGO.NS,Allcargo Logistics Ltd.,Services
SKFINDIA.NS,SKF India Ltd.,Capital Goods
DYNAMATECH.NS,Dynamatic Technologies Ltd.,Capital Goods
EIDPARRY.NS,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods
EIHOTEL.NS,EIH Ltd.,Consumer Services
EPL.NS,EPL Ltd.,Capital Goods
EASEMYTRIP.NS,Easy Trip Planners Ltd.,Consumer Services
EDELWEISS.NS,Edelweiss Financial Services Ltd.,Financial Services
EICHERMOT.NS,Eicher Motors Ltd.,Automobile and Auto Components
ELECON.NS,Elecon Engineering Co. Ltd.,Capital Goods
EMIL.NS,Electronics Mart India Ltd.,Consumer Services
ELECTCAST.NS,Electrosteel Castings Ltd.,Capital Goods
ELGIEQUIP.NS,Elgi Equipments Ltd.,Capital Goods
EMAMILTD.NS,Emami Ltd.,Fast Moving Consumer Goods
EMBDL.NS,Embassy Developments Ltd.,Realty
EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare
ENDURANCE.NS,Endurance Technologies Ltd.,Automobile and Auto Components
ENGINERSIN.NS,Engineers India Ltd.,Construction
ENTERO.NS,Entero Healthcare Solutions Ltd.,Consumer Services
EIEL.NS,Enviro Infra Engineers Ltd.,Utilities
EPIGRAL.NS,Epigral Ltd.,Chemicals
EQUITASBNK.NS,Equitas Small Finance Bank Ltd.,Financial Services
ERIS.NS,Eris Lifesciences Ltd.,Healthcare
ESCORTS.NS,Escorts Kubota Ltd.,Capital Goods
ETERNAL.NS,Eternal Ltd.,Consumer Services
ETHOSLTD.NS,Ethos Ltd.,Consumer Durables
EUREKAFORB.NS,Eureka Forbes Ltd.,Consumer Durables
EXIDEIND.NS,Exide Industries Ltd.,Automobile and Auto Components
FDC.NS,FDC Ltd.,Healthcare
NYKAA.NS,FSN E-Commerce Ventures Ltd.,Consumer Services
FEDERALBNK.NS,Federal Bank Ltd.,Financial Services
FACT.NS,Fertilisers and Chemicals Travancore Ltd.,Chemicals
FIEMIND.NS,Fiem Industries Ltd,Automobile and Auto Components
FINEORG.NS,Fine Organic Industries Ltd.,Chemicals
FINCABLES.NS,Finolex Cables Ltd.,Capital Goods
FINPIPE.NS,Finolex Industries Ltd.,Capital Goods
FSL.NS,Firstsource Solutions Ltd.,Services
FIVESTAR.NS,Five-Star Business Finance Ltd.,Financial Services
FORCEMOT.NS,Force Motors Ltd.,Automobile and Auto Components
FORTIS.NS,Fortis Healthcare Ltd.,Healthcare
GRINFRA.NS,G R Infraprojects Ltd.,Construction
GAIL.NS,GAIL (India) Ltd.,Oil Gas & Consumable Fuels
GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods
GHCL.NS,GHCL Ltd.,Chemicals
GMMPFAUDLR.NS,GMM Pfaudler Ltd.,Capital Goods
GMRAIRPORT.NS,GMR Airports Ltd.,Services
GMRP&UI.NS,GMR Power and Urban Infra Ltd.,Power
GABRIEL.NS,Gabriel India Ltd.,Automobile and Auto Components
GALLANTT.NS,Gallantt Ispat Ltd.,Capital Goods
GANESHHOU.NS,Ganesh Housing Ltd.,Realty
GANECOS.NS,Ganesha Ecosphere Ltd.,Textiles
GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods
GRWRHITECH.NS,Garware Hi-Tech Films Ltd.,Capital Goods
GARFIBRES.NS,Garware Technical Fibres Ltd.,Textiles
GATEWAY.NS,Gateway Distriparks Ltd.,Services
GICRE.NS,General Insurance Corporation of India,Financial Services
GILLETTE.NS,Gillette India Ltd.,Fast Moving Consumer Goods
GLAND.NS,Gland Pharma Ltd.,Healthcare
GLAXO.NS,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare
GLENMARK.NS,Glenmark Pharmaceuticals Ltd.,Healthcare
MEDANTA.NS,Global Health Ltd.,Healthcare
GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services
GPIL.NS,Godawari Power & Ispat Ltd.,Capital Goods
GODFRYPHLP.NS,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods
GODREJAGRO.NS,Godrej Agrovet Ltd.,Fast Moving Consumer Goods
GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods
GODREJIND.NS,Godrej Industries Ltd.,Diversified
GODREJPROP.NS,Godrej Properties Ltd.,Realty
GOKEX.NS,Gokaldas Exports Ltd.,Textiles
GRANULES.NS,Granules India Ltd.,Healthcare
GRAPHITE.NS,Graphite India Ltd.,Capital Goods
GRASIM.NS,Grasim Industries Ltd.,Construction Materials
GRAVITA.NS,Gravita India Ltd.,Metals & Mining
GESHIP.NS,Great Eastern Shipping Co. Ltd.,Services
GREAVESCOT.NS,Greaves Cotton Ltd.,Capital Goods
GREENPANEL.NS,Greenpanel Industries Ltd.,Consumer Durables
GAEL.NS,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods
FLUOROCHEM.NS,Gujarat Fluorochemicals Ltd.,Chemicals
GUJGASLTD.NS,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels
GMDCLTD.NS,Gujarat Mineral Development Corporation Ltd.,Metals & Mining
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals
GPPL.NS,Gujarat Pipavav Port Ltd.,Services
GSFC.NS,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals
GSPL.NS,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels
GULFOILLUB.NS,Gulf Oil Lubricants India Ltd.,Oil Gas & Consumable Fuels
HEG.NS,H.E.G. Ltd.,Capital Goods
HGINFRA.NS,H.G. Infra Engineering Ltd.,Construction
HBLENGINE.NS,HBL Engineering Ltd.,Capital Goods
HCLTECH.NS,HCL Technologies Ltd.,Information Technology
HDFCAMC.NS,HDFC Asset Management Company Ltd.,Financial Services
HDFCBANK.NS,HDFC Bank Ltd.,Financial Services
HDFCLIFE.NS,HDFC Life Insurance Company Ltd.,Financial Services
HFCL.NS,HFCL Ltd.,Telecommunication
HAPPSTMNDS.NS,Happiest Minds Technologies Ltd.,Information Technology
HAVELLS.NS,Havells India Ltd.,Consumer Durables
HCG.NS,Healthcare Global Enterprises Ltd.,Healthcare
HEMIPROP.NS,Hemisphere Properties India Ltd.,Services
HERITGFOOD.NS,Heritage Foods Ltd.,Fast Moving Consumer Goods
HEROMOTOCO.NS,Hero MotoCorp Ltd.,Automobile and Auto Components
HEXT.NS,Hexaware Technologies Ltd.,Information Technology
HIKAL.NS,Hikal Ltd.,Healthcare
HSCL.NS,Himadri Speciality Chemical Ltd.,Chemicals
HINDALCO.NS,Hindalco Industries Ltd.,Metals & Mining
HAL.NS,Hindustan Aeronautics Ltd.,Capital Goods
HCC.NS,Hindustan Construction Co. Ltd.,Construction
HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining
HINDPETRO.NS,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
HINDUNILVR.NS,Hindustan Unilever Ltd.,Fast Moving Consumer Goods
HINDZINC.NS,Hindustan Zinc Ltd.,Metals & Mining
POWERINDIA.NS,Hitachi Energy India Ltd.,Capital Goods
HOMEFIRST.NS,Home First Finance Company India Ltd.,Financial Services
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods
HONAUT.NS,Honeywell Automation India Ltd.,Capital Goods
HUDCO.NS,Housing & Urban Development Corporation Ltd.,Financial Services
HYUNDAI.NS,Hyundai Motor India Ltd.,Automobile and Auto Components
ICICIBANK.NS,ICICI Bank Ltd.,Financial Services
ICICIGI.NS,ICICI Lombard General Insurance Company Ltd.,Financial Services
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Ltd.,Financial Services
IDBI.NS,IDBI Bank Ltd.,Financial Services
IDFCFIRSTB.NS,IDFC First Bank Ltd.,Financial Services
IFBIND.NS,IFB Industries Ltd.,Consumer Durables
IFCI.NS,IFCI Ltd.,Financial Services
IIFLCAPS.NS,IIFL Capital Services Ltd.,Financial Services
IIFL.NS,IIFL Finance Ltd.,Financial Services
INOXINDIA.NS,INOX India Ltd.,Capital Goods
IRB.NS,IRB Infrastructure Developers Ltd.,Construction
IRCON.NS,IRCON International Ltd.,Construction
ITCHOTELS.NS,ITC Hotels Ltd.,Consumer Services
ITC.NS,ITC Ltd.,Fast Moving Consumer Goods
ITI.NS,ITI Ltd.,Telecommunication
IMAGICAA.NS,Imagicaaworld Entertainment Ltd.,Consumer Services
INDGN.NS,Indegene Ltd.,Healthcare
INDIACEM.NS,India Cements Ltd.,Construction Materials
INDIAGLYCO.NS,India Glycols Ltd.,Fast Moving Consumer Goods
INDIASHLTR.NS,India Shelter Finance Corporation Ltd.,Financial Services
INDIAMART.NS,Indiamart Intermesh Ltd.,Consumer Services
INDIANB.NS,Indian Bank,Financial Services
IEX.NS,Indian Energy Exchange Ltd.,Financial Services
INDHOTEL.NS,Indian Hotels Co. Ltd.,Consumer Services
IMFA.NS,Indian Metals & Ferro Alloys Ltd.,Metals & Mining
IOC.NS,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels
IOB.NS,Indian Overseas Bank,Financial Services
IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services
IRFC.NS,Indian Railway Finance Corporation Ltd.,Financial Services
IREDA.NS,Indian Renewable Energy Development Agency Ltd.,Financial Services
INDIGOPNTS.NS,Indigo Paints Ltd.,Consumer Durables
ICIL.NS,Indo Count Industries Ltd.,Textiles
IGL.NS,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels
INDUSTOWER.NS,Indus Towers Ltd.,Telecommunication
INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services
INFIBEAM.NS,Infibeam Avenues Ltd.,Financial Services
NAUKRI.NS,Info Edge (India) Ltd.,Consumer Services
INFY.NS,Infosys Ltd.,Information Technology
INGERRAND.NS,Ingersoll Rand (India) Ltd.,Capital Goods
INNOVACAP.NS,Innova Captab Ltd.,Healthcare
INOXGREEN.NS,Inox Green Energy Services Ltd.,Power
INOXWIND.NS,Inox Wind Ltd.,Capital Goods
INTELLECT.NS,Intellect Design Arena Ltd.,Information Technology
INDIGO.NS,InterGlobe Aviation Ltd.,Services
IGIL.NS,International Gemmological Institute (India) Ltd.,Services
IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology
IONEXCHANG.NS,Ion Exchange (India) Ltd.,Utilities
IPCALAB.NS,Ipca Laboratories Ltd.,Healthcare
ISGEC.NS,Isgec Heavy Engineering Ltd.,Construction
JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare
JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials
JKIL.NS,J.Kumar Infraprojects Ltd.,Construction
JBMA.NS,JBM Auto Ltd.,Automobile and Auto Components
JKLAKSHMI.NS,JK Lakshmi Cement Ltd.,Construction Materials
JKPAPER.NS,JK Paper Ltd.,Forest Materials
JKTYRE.NS,JK Tyre & Industries Ltd.,Automobile and Auto Components
JMFINANCIL.NS,JM Financial Ltd.,Financial Services
JSWENERGY.NS,JSW Energy Ltd.,Power
JSWINFRA.NS,JSW Infrastructure Ltd.,Services
JSWSTEEL.NS,JSW Steel Ltd.,Metals & Mining
JAIBALAJI.NS,Jai Balaji Industries Ltd.,Metals & Mining
JISLJALEQS.NS,Jain Irrigation Systems Ltd.,Capital Goods
JPPOWER.NS,Jaiprakash Power Ventures Ltd.,Power
J&KBANK.NS,Jammu & Kashmir Bank Ltd.,Financial Services
JAMNAAUTO.NS,Jamna Auto Industries Ltd.,Automobile and Auto Components
JSFB.NS,Jana Small Finance Bank Ltd.,Financial Services
JINDALSAW.NS,Jindal Saw Ltd.,Capital Goods
JSL.NS,Jindal Stainless Ltd.,Metals & Mining
JINDALSTEL.NS,Jindal Steel Ltd.,Metals & Mining
JINDWORLD.NS,Jindal Worldwide Ltd.,Textiles
JIOFIN.NS,Jio Financial Services Ltd.,Financial Services
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Ltd.,Consumer Durables
JUBLFOOD.NS,Jubilant Foodworks Ltd.,Consumer Services
JUBLINGREA.NS,Jubilant Ingrevia Ltd.,Chemicals
JUBLPHARMA.NS,Jubilant Pharmova Ltd.,Healthcare
JWL.NS,Jupiter Wagons Ltd.,Capital Goods
JUSTDIAL.NS,Justdial Ltd.,Consumer Services
JYOTHYLAB.NS,Jyothy Labs Ltd.,Fast Moving Consumer Goods
JYOTICNC.NS,Jyoti CNC Automation Ltd.,Capital Goods
KPRMILL.NS,K.P.R. Mill Ltd.,Textiles
KEI.NS,KEI Industries Ltd.,Capital Goods
KNRCON.NS,KNR Constructions Ltd.,Construction
KPIGREEN.NS,KPI Green Energy Ltd.,Power
KPITTECH.NS,KPIT Technologies Ltd.,Information Technology
KRBL.NS,KRBL Ltd.,Fast Moving Consumer Goods
KRN.NS,KRN Heat Exchanger and Refrigeration Ltd.,Capital Goods
KSB.NS,KSB Ltd.,Capital Goods
KAJARIACER.NS,Kajaria Ceramics Ltd.,Consumer Durables
KPIL.NS,Kalpataru Projects International Ltd.,Construction
KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables
KSL.NS,Kalyani Steels Ltd.,Capital Goods
KTKBANK.NS,Karnataka Bank Ltd.,Financial Services
KARURVYSYA.NS,Karur Vysya Bank Ltd.,Financial Services
KSCL.NS,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods
KAYNES.NS,Kaynes Technology India Ltd.,Capital Goods
KEC.NS,Kec International Ltd.,Construction
KFINTECH.NS,Kfin Technologies Ltd.,Financial Services
KIRLOSBROS.NS,Kirloskar Brothers Ltd.,Capital Goods
KIRLOSENG.NS,Kirloskar Oil Eng Ltd.,Capital Goods
KIRLPNU.NS,Kirloskar Pneumatic Company Ltd.,Capital Goods
KITEX.NS,Kitex Garments Ltd.,Textiles
KOTAKBANK.NS,Kotak Mahindra Bank Ltd.,Financial Services
KIMS.NS,Krishna Institute of Medical Sciences Ltd.,Healthcare
LTF.NS,L&T Finance Ltd.,Financial Services
LTTS.NS,L&T Technology Services Ltd.,Information Technology
LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services
LMW.NS,LMW Ltd.,Capital Goods
LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods
LTIM.NS,LTIMindtree Ltd.,Information Technology
LT.NS,Larsen & Toubro Ltd.,Construction
LATENTVIEW.NS,Latent View Analytics Ltd.,Information Technology
LAURUSLABS.NS,Laurus Labs Ltd.,Healthcare
LXCHEM.NS,Laxmi Organic Industries Ltd.,Chemicals
IXIGO.NS,Le Travenues Technology Ltd.,Consumer Services
THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services
LEMONTREE.NS,Lemon Tree Hotels Ltd.,Consumer Services
LICI.NS,Life Insurance Corporation of India,Financial Services
LINDEINDIA.NS,Linde India Ltd.,Chemicals
LLOYDSENGG.NS,Lloyds Engineering Works Ltd.,Capital Goods
LLOYDSENT.NS,Lloyds Enterprises Ltd.,Metals & Mining
LLOYDSME.NS,Lloyds Metals And Energy Ltd.,Metals & Mining
LODHA.NS,Lodha Developers Ltd.,Realty
